index,customer_id,gender,region,city,account_status,closed_date,last_login_at,total_marketings,total_mi_opened,total_mi_clicked,total_mi_converted,total_orders,count_order_completed,avg_order_amount,total_payments,count_payment_failed,avg_payment_amount,total_tickets,avg_ticket_resolution,avg_csat_score,count_null_csat_score,total_usages,avg_session_duration,total_subscriptions,current_auto_renew,current_sub_plan,current_sub_status,age,customer_tenure
64,65,M,Mien Bac,Bac Ninh,Active,,2026-07-19 08:42:00,2.0,0.0,0.0,0.0,1.0,0.0,2.369e+06,2.0,0.0,99000.0,,,,,,,1.0,True,Free,Active,23.8,0.8
65,66,F,Mien Bac,Quang Ninh,Active,,2026-03-30 23:09:00,,,,,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,36.6,0.9
66,67,F,Mien Bac,Hai Phong,Active,,2026-07-20 08:42:00,,,,,,,,2.0,0.0,99000.0,1.0,4.7,2.0,0.0,,,1.0,True,Free,Active,18.4,2.4
67,68,M,Mien Trung,Vinh,Active,,2026-07-27 22:09:00,3.0,2.0,0.0,0.0,6.0,5.0,1.8146666e+06,3.0,0.0,2.056e+06,,,,,,,1.0,True,Free,Active,38.2,2.1
68,69,F,Mien Bac,Hai Phong,Active,,2026-07-18 11:12:00,3.0,1.0,0.0,0.0,2.0,2.0,420000.0,1.0,0.0,420000.0,1.0,1.5,3.0,0.0,,,1.0,True,Free,Active,43.4,1.6
69,70,F,Mien Bac,Quang Ninh,Active,,2026-07-24 17:00:00,1.0,0.0,0.0,0.0,1.0,1.0,2.804e+06,3.0,0.0,1.0006667e+06,,,,,,,1.0,True,Plus,Active,20.9,1.9
70,71,M,Mien Trung,Vinh,Active,,2026-04-16 21:06:00,2.0,0.0,0.0,0.0,,,,,,,1.0,1.1,4.0,0.0,15.0,837.4,1.0,False,Free,Cancelled,38.7,0.1
71,72,F,Mien Trung,Vinh,Active,,2026-07-27 01:41:00,2.0,1.0,0.0,0.0,9.0,7.0,1.7433334e+06,4.0,0.0,1.986e+06,,,,,,,1.0,True,Free,Active,18.9,1.1
72,73,M,Mien Trung,Da Nang,Active,,2025-04-03 14:14:00,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,58.3,2.4
73,74,F,Mien Bac,Nam Dinh,Active,,2026-07-21 22:47:00,4.0,3.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,41.2,0.5
75,76,M,Mien Trung,Quy Nhon,Active,,2026-07-27 10:04:00,2.0,0.0,0.0,0.0,1.0,1.0,523000.0,1.0,0.0,523000.0,,,,,,,1.0,True,Free,Active,53.8,2.0
76,77,M,Mien Nam,Can Tho,Active,,2026-07-02 10:54:00,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,46.2,2.4
77,78,F,Mien Bac,Nam Dinh,Active,,2025-11-20 20:55:00,2.0,0.0,0.0,0.0,,,,,,,,,,,13.0,938.6153846153846,1.0,False,Free,Expired,46.5,1.2
78,79,M,Mien Trung,Vinh,Active,,2026-07-25 13:40:00,3.0,2.0,1.0,0.0,2.0,0.0,1.1683e+07,2.0,0.0,1.1683e+07,,,,,,,1.0,True,Free,Active,41.8,0.1
79,80,F,Mien Trung,Nha Trang,Active,,2026-06-12 10:23:00,1.0,1.0,1.0,0.0,2.0,2.0,640500.0,2.0,0.0,640500.0,,,,,,,1.0,True,Free,Active,34.3,2.3
80,81,M,Mien Nam,Long Xuyen,Active,,2026-07-16 06:08:00,3.0,2.0,1.0,0.0,13.0,13.0,1.041e+06,9.0,1.0,1.1298889e+06,,,,,,,1.0,True,Free,Active,21.3,1.5
81,82,M,Mien Bac,Quang Ninh,Active,,2026-07-19 09:12:00,2.0,2.0,0.0,0.0,6.0,6.0,1.3416666e+06,3.0,0.0,1.3416666e+06,,,,,,,1.0,True,Free,Active,44.4,1.7
82,83,M,Mien Bac,Nam Dinh,Active,,2026-07-19 15:58:00,3.0,2.0,1.0,0.0,5.0,5.0,1.7512e+06,4.0,0.0,1.72325e+06,,,,,,,1.0,True,Free,Active,32.5,0.4
84,85,M,Mien Nam,Can Tho,Active,,2026-07-29 16:20:00,2.0,1.0,1.0,0.0,5.0,5.0,3.3102e+06,5.0,0.0,1.957e+06,1.0,41.9,5.0,0.0,,,1.0,True,Premium,Active,38.6,1.2
85,86,M,Mien Bac,Ha Noi,Active,,2026-07-23 09:17:00,2.0,2.0,2.0,0.0,3.0,3.0,1.375e+06,3.0,1.0,1.39e+06,,,,,,,1.0,True,Free,Active,27.5,2.4
86,87,M,Mien Nam,Can Tho,Active,,2026-07-21 16:51:00,,,,,1.0,1.0,896000.0,1.0,0.0,896000.0,,,,,,,1.0,True,Free,Active,39.6,2.0
88,89,M,Mien Bac,Quang Ninh,Active,,2026-07-26 22:35:00,2.0,1.0,0.0,0.0,2.0,2.0,748000.0,1.0,0.0,748000.0,,,,,,,1.0,True,Free,Active,63.6,1.3
89,90,M,Mien Nam,Bien Hoa,Active,,2026-06-28 16:20:00,2.0,1.0,0.0,0.0,,,,2.0,1.0,249000.0,,,,,,,1.0,True,Premium,Active,23.5,0.6
91,92,M,Mien Trung,Vinh,Active,,2025-08-02 11:28:00,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,46.7,0.5
94,95,M,Mien Bac,Nam Dinh,Active,,2026-07-22 22:51:00,,,,,2.0,2.0,2.457e+06,3.0,0.0,885000.0,,,,,,,1.0,True,Plus,Active,63.2,1.5
95,96,M,Mien Bac,Quang Ninh,Closed,2025-06-13,2025-06-07 20:34:00,,,,,,,,,,,,,,,,,,,,,50.1,1.3
96,97,M,Mien Nam,Vung Tau,Closed,2026-05-30,2026-05-22 15:43:00,2.0,0.0,0.0,0.0,5.0,4.0,2.3392e+06,5.0,1.0,2.4126e+06,1.0,4.3,3.0,0.0,14.0,729.7142857142857,1.0,False,Plus,Cancelled,29.7,0.9
97,98,M,Mien Nam,Bien Hoa,Closed,2025-07-14,2025-07-07 23:21:00,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,56.3,0.7
98,99,F,Mien Nam,Long Xuyen,Active,,2026-07-01 05:19:00,7.0,2.0,1.0,0.0,3.0,0.0,530666.7,4.0,0.0,451000.0,,,,,,,1.0,False,Free,Cancelled,52.9,1.1
99,100,F,Mien Bac,Quang Ninh,Active,,2026-07-25 00:16:00,3.0,3.0,1.0,0.0,1.0,1.0,832000.0,3.0,0.0,443333.34,,,,,,,1.0,True,Premium,Active,27.8,1.5
100,101,M,Mien Nam,Bien Hoa,Closed,2025-05-19,2025-05-13 14:04:00,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,53.2,2.1
101,102,M,Mien Bac,Ha Noi,Active,,2026-07-25 21:41:00,2.0,1.0,1.0,0.0,,,,1.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,21.8,0.1
102,103,M,Mien Bac,Bac Ninh,Active,,2026-07-27 14:32:00,1.0,0.0,0.0,0.0,2.0,1.0,1.925e+06,1.0,0.0,2.084e+06,,,,,,,1.0,True,Free,Active,18.1,1.9
103,104,M,Mien Bac,Hai Phong,Active,,2026-07-16 14:31:00,5.0,2.0,0.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,46.0,0.9
104,105,F,Mien Trung,Quy Nhon,Active,,2026-07-19 04:07:00,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,31.7,1.8
105,106,M,Mien Nam,Ho Chi Minh,Active,,2026-07-16 23:31:00,4.0,0.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,48.1,1.4
106,107,F,Mien Bac,Hai Phong,Closed,2024-12-21,2024-12-12 10:20:00,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,19.9,1.4
107,108,M,Mien Nam,Bien Hoa,Active,,2026-07-25 17:03:00,4.0,2.0,2.0,0.0,4.0,4.0,1.0085e+06,4.0,0.0,553750.0,,,,,,,1.0,True,Plus,Active,45.1,0.7
108,109,M,Mien Trung,Vinh,Active,,2026-03-31 21:02:00,7.0,5.0,2.0,1.0,3.0,3.0,1.7696666e+06,2.0,0.0,1.7405e+06,,,,,19.0,801.4736842105264,1.0,True,Free,Active,51.1,0.3
109,110,M,Mien Bac,Ha Noi,Active,,2026-07-23 00:59:00,1.0,0.0,0.0,0.0,1.0,1.0,1.074e+06,1.0,0.0,1.074e+06,,,,,,,1.0,True,Free,Active,59.4,2.1
110,111,M,Mien Nam,Bien Hoa,Active,,2026-07-27 01:26:00,,,,,2.0,2.0,2.323e+06,1.0,0.0,2.323e+06,,,,,,,1.0,True,Free,Active,18.0,2.4
111,112,F,Mien Trung,Da Nang,Active,,2025-11-13 18:11:00,4.0,1.0,1.0,0.0,,,,,,,,,,,6.0,1193.0,1.0,False,Plus,Expired,26.3,0.2
112,113,F,Mien Bac,Ha Noi,Active,,2026-07-15 22:56:00,,,,,2.0,2.0,1.318e+06,1.0,0.0,1.318e+06,,,,,,,1.0,True,Free,Active,56.4,2.2
113,114,F,Mien Bac,Hai Phong,Active,,2026-07-26 04:01:00,3.0,3.0,0.0,0.0,3.0,1.0,1.077e+06,3.0,1.0,232333.33,,,,,,,1.0,True,Premium,Active,56.6,0.9
114,115,F,Mien Trung,Da Nang,Active,,2026-07-29 20:14:00,2.0,2.0,1.0,0.0,6.0,5.0,314666.66,5.0,0.0,270200.0,,,,,,,1.0,True,Free,Active,55.3,0.9
115,116,M,Mien Trung,Quy Nhon,Active,,2026-07-15 19:45:00,1.0,1.0,0.0,0.0,9.0,9.0,2.579e+06,6.0,0.0,2.523e+06,,,,,,,1.0,True,Free,Active,19.7,2.2
116,117,M,Mien Trung,Da Nang,Active,,2026-06-25 02:39:00,3.0,3.0,1.0,0.0,,,,2.0,0.0,249000.0,3.0,2.7333333,2.5,1.0,,,1.0,True,Plus,Active,27.7,0.3
117,118,F,Mien Trung,Nha Trang,Active,,2026-01-30 19:54:00,2.0,1.0,0.0,0.0,,,,,,,1.0,1.3,4.0,0.0,20.0,788.15,1.0,False,Plus,Cancelled,39.1,2.3
118,119,M,Mien Nam,Bien Hoa,Active,,2026-07-25 09:11:00,2.0,2.0,0.0,0.0,3.0,1.0,1.874e+06,2.0,1.0,3.138e+06,,,,,,,1.0,True,Free,Active,26.7,1.7
119,120,M,Mien Trung,Nha Trang,Active,,2024-10-15 21:48:00,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,47.3,2.3
120,121,F,Mien Bac,Nam Dinh,Active,,2026-03-01 05:38:00,6.0,4.0,2.0,0.0,6.0,6.0,3.6596668e+06,8.0,3.0,3.515625e+06,,,,,,,1.0,True,Free,Active,22.4,0.4
121,122,F,Mien Nam,Bien Hoa,Active,,2026-07-18 01:25:00,3.0,0.0,0.0,0.0,4.0,3.0,1.81925e+06,6.0,0.0,1.2525e+06,1.0,13.0,,1.0,,,1.0,True,Premium,Active,61.6,1.4
123,124,F,Mien Nam,Vung Tau,Active,,2026-07-29 08:52:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,34.0,2.3
124,125,M,Mien Bac,Ha Noi,Active,,2026-07-23 11:38:00,1.0,0.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,22.5,0.4
126,127,F,Mien Nam,Bien Hoa,Closed,2025-10-28,2025-10-23 07:06:00,3.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,38.3,1.1
127,128,M,Mien Nam,Vung Tau,Active,,2025-10-14 11:44:00,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,31.1,0.5
128,129,M,Mien Bac,Nam Dinh,Active,,2026-04-07 13:33:00,2.0,0.0,0.0,0.0,,,,,,,,,,,4.0,895.5,1.0,False,Premium,Cancelled,62.1,0.0
129,130,F,Mien Bac,Ha Noi,Active,,2026-05-24 23:35:00,,,,,,,,,,,1.0,14.9,2.0,0.0,3.0,872.0,1.0,False,Free,Cancelled,47.2,0.0
130,131,F,Mien Nam,Ho Chi Minh,Active,,2026-07-12 22:40:00,,,,,3.0,0.0,202000.0,2.0,0.0,208000.0,1.0,20.5,3.0,0.0,,,1.0,True,Free,Active,30.0,2.4
131,132,M,Mien Nam,Vung Tau,Active,,2026-07-29 18:54:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,29.5,2.4
133,134,F,Mien Nam,Long Xuyen,Active,,2026-07-17 07:44:00,2.0,2.0,1.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,62.8,0.7
135,136,F,Mien Trung,Da Nang,Active,,2026-07-24 22:47:00,2.0,0.0,0.0,0.0,,,,2.0,0.0,99000.0,,,,,,,1.0,True,Plus,Active,26.8,1.4
136,137,M,Mien Nam,Vung Tau,Active,,2026-04-01 13:12:00,3.0,2.0,0.0,0.0,2.0,2.0,2.227e+06,1.0,0.0,2.227e+06,2.0,6.2,2.0,1.0,25.0,838.36,1.0,False,Free,Cancelled,32.6,0.5
137,138,F,Mien Nam,Ho Chi Minh,Active,,2026-02-27 03:52:00,1.0,1.0,0.0,0.0,3.0,2.0,1.8353334e+06,4.0,0.0,1.396e+06,,,,,24.0,1006.375,1.0,False,Free,Cancelled,59.7,1.4
138,139,F,Mien Bac,Nam Dinh,Active,,2026-01-17 10:54:00,2.0,2.0,1.0,0.0,2.0,2.0,885000.0,1.0,0.0,885000.0,,,,,20.0,813.9,1.0,False,Free,Expired,28.3,0.1
139,140,F,Mien Trung,Da Nang,Active,,2026-04-25 20:11:00,3.0,1.0,0.0,0.0,2.0,2.0,2.265e+06,1.0,0.0,2.265e+06,,,,,24.0,738.3333333333334,1.0,False,Plus,Cancelled,58.7,0.4
140,141,F,Mien Nam,Can Tho,Active,,2026-06-25 13:23:00,3.0,0.0,0.0,0.0,1.0,1.0,808000.0,1.0,0.0,808000.0,,,,,,,1.0,True,Free,Active,32.7,0.2
141,142,F,Mien Nam,Can Tho,Closed,2025-07-29,2025-07-21 13:45:00,2.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,28.1,0.9
143,144,M,Mien Nam,Bien Hoa,Active,,2026-07-28 22:46:00,1.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Plus,Active,55.1,0.3
144,145,M,Mien Bac,Nam Dinh,Closed,2026-05-12,2026-05-08 17:51:00,1.0,1.0,1.0,0.0,2.0,2.0,1.43e+06,1.0,0.0,1.43e+06,,,,,4.0,871.5,1.0,False,Plus,Cancelled,32.0,0.0
145,146,M,Mien Bac,Hai Phong,Active,,2026-04-26 16:29:00,1.0,0.0,0.0,0.0,4.0,3.0,1.92725e+06,2.0,0.0,2.394e+06,1.0,6.6,5.0,0.0,34.0,853.1470588235294,1.0,False,Plus,Cancelled,20.1,0.8
146,147,M,Mien Bac,Ha Noi,Active,,2026-07-29 23:57:00,3.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,58.9,0.0
147,148,M,Mien Nam,Bien Hoa,Active,,2026-07-28 20:50:00,3.0,1.0,0.0,0.0,,,,,,,2.0,5.8,2.0,1.0,,,1.0,True,Free,Active,59.8,1.6
148,149,M,Mien Nam,Bien Hoa,Active,,2026-07-27 19:35:00,5.0,1.0,0.0,0.0,4.0,4.0,2.4755e+06,4.0,0.0,1.28725e+06,,,,,,,1.0,True,Free,Active,36.6,0.2
149,150,F,Mien Bac,Hai Phong,Active,,2025-10-08 17:06:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Plus,Active,60.1,1.6
150,151,M,Mien Nam,Long Xuyen,Active,,2026-06-27 02:20:00,6.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,29.9,0.4
152,153,M,Mien Bac,Ha Noi,Active,,2026-07-12 14:24:00,3.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,True,Free,Active,35.8,0.7
153,154,M,Mien Nam,Ho Chi Minh,Active,,2026-07-09 21:03:00,2.0,0.0,0.0,0.0,2.0,2.0,871000.0,3.0,0.0,356333.34,1.0,4.0,,1.0,,,1.0,True,Premium,Active,33.9,1.7
154,155,F,Mien Bac,Ha Noi,Active,,2026-07-23 10:27:00,1.0,1.0,0.0,0.0,,,,2.0,0.0,249000.0,,,,,,,1.0,True,Premium,Active,45.2,0.3
155,156,F,Mien Nam,Bien Hoa,Active,,2026-07-28 13:48:00,2.0,1.0,1.0,0.0,1.0,1.0,1.234e+06,2.0,1.0,1.234e+06,1.0,2.3,3.0,0.0,,,1.0,True,Free,Active,61.4,0.2
156,157,F,Mien Bac,Nam Dinh,Active,,2026-02-07 17:06:00,3.0,1.0,0.0,0.0,3.0,3.0,563000.0,2.0,0.0,533000.0,2.0,7.9500003,3.0,0.0,24.0,977.5416666666666,1.0,False,Free,Expired,51.9,1.7
157,158,F,Mien Trung,Da Nang,Active,,2026-07-15 14:51:00,2.0,0.0,0.0,0.0,4.0,4.0,816000.0,2.0,0.0,816000.0,,,,,,,1.0,True,Free,Active,20.8,0.6
158,159,F,Mien Nam,Vung Tau,Active,,2026-06-29 02:44:00,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,False,Premium,Cancelled,46.1,0.2
159,160,F,Mien Trung,Vinh,Active,,2026-07-20 13:56:00,1.0,0.0,0.0,0.0,2.0,0.0,894000.0,4.0,0.0,571500.0,,,,,,,1.0,True,Premium,Active,35.6,2.2
